hastag_H	cluster_C_leader	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
PlatinumJubilee                       29447428             0.92106  0.55556  .60317427894435819919  5     9      29529  48956
photo                                 177400353            0.02057  0.01241  .60317427894435819919  5     403    29529  48956
PepsiHalftime                         614600545            0.48762  0.29412  .60317427894435819919  5     17     29529  48956
peace                                 308045021            0.02800  0.01689  .60317427894435819919  5     296    29529  48956
Partygatefines                        29447428             0.75360  0.45455  .60317427894435819919  5     11     29529  48956
OttawaPoliceFailed                    832019161454817280   0.92106  0.55556  .60317427894435819919  5     9      29529  48956
OSINT                                 39508140             1.03618  0.62500  .60317427894435819919  5     8      29529  48956
OSHAhearing                           1475643712596168706  0.63766  0.38462  .60317427894435819919  5     13     29529  48956
OpeningDay                            41653384             1.65790  1.00000  .60317427894435819919  5     5      29529  48956
onhealth                              302984766            0.27632  0.16667  .60317427894435819919  5     30     29529  48956
oneruleforthem                        711608180535640064   1.65790  1.00000  .60317427894435819919  5     5      29529  48956
NYTCooking                            4000403652           1.65790  1.00000  .60317427894435819919  5     5      29529  48956
nurses                                302984766            0.13815  0.08333  .60317427894435819919  5     60     29529  48956
NuclearWar                            45379403             1.65790  1.00000  .60317427894435819919  5     5      29529  48956
NoWarInUkraine                        45379403             1.38157  0.83333  .60317427894435819919  5     6      29529  48956
NotATarget                            870244616003403781   4.14474  2.50000  .60317427894435819919  5     2      29529  48956
NotAllMen                             348764745            1.65790  1.00000  .60317427894435819919  5     5      29529  48956
Norway                                302984766            0.48762  0.29412  .60317427894435819919  5     17     29529  48956
noguerra                              45379403             1.65790  1.00000  .60317427894435819919  5     5      29529  48956
NLwx                                  631283641            1.65790  1.00000  .60317427894435819919  5     5      29529  48956
NewsBreak                             124385387            0.39474  0.23810  .60317427894435819919  5     21     29529  48956
NewHusband                            29447428             1.65790  1.00000  .60317427894435819919  5     5      29529  48956
Netherlands                           39508140             0.20218  0.12195  .60317427894435819919  5     41     29529  48956
NBA75                                 614600545            0.75360  0.45455  .60317427894435819919  5     11     29529  48956
Nazanin                               711608180535640064   0.15641  0.09434  .60317427894435819919  5     53     29529  48956
NationalPetDay                        981436419087523840   1.18422  0.71429  .60317427894435819919  5     7      29529  48956
Mykolayiv                             578601744            0.92106  0.55556  .60317427894435819919  5     9      29529  48956
Murdoch                               3453306553           0.09868  0.05952  .60317427894435819919  5     84     29529  48956
MMMMMMleX                             936620120255934466   1.65790  1.00000  .60317427894435819919  5     5      29529  48956
MILLILiveatCoachella                  3222067490           1.65790  1.00000  .60317427894435819919  5     5      29529  48956
military                              870244616003403781   0.01530  0.00923  .60317427894435819919  5     542    29529  48956
